id,sku,name_en,name_ar,category,price,stock_quantity,description_en,description_ar,image_url,barcode,expiry_date,is_active
4019,SUP-04019,Centrum Men,سنتروم رجال,Supplements,420.0,186,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622154878228.0,2026-05-16,1.0
4020,MED-04020,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,38,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622572592689.0,2027-11-02,1.0
4021,MED-04021,Panadol Extra,بانادول إكسترا,Medicine,45.0,96,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622351545674.0,2027-11-14,1.0
4022,MED-04022,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,72,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622942305483.0,2026-08-23,1.0
4023,COS-04023,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,36,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622720519419.0,2027-06-30,1.0
4024,SUP-04024,Centrum Men,سنتروم رجال,Supplements,420.0,59,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622261262388.0,2025-11-30,1.0
4025,MED-04025,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,94,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622247292312.0,2025-11-24,1.0
4026,MED-04026,Panadol Extra,بانادول إكسترا,Medicine,45.0,148,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622318605891.0,2026-08-28,1.0
4027,MED-04027,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,3,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622763769584.0,2026-11-26,1.0
4028,COS-04028,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,182,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622604028457.0,2027-04-17,1.0
4029,SUP-04029,Centrum Men,سنتروم رجال,Supplements,420.0,94,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622804972531.0,2027-07-02,1.0
4030,MED-04030,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,192,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622630488586.0,2026-08-21,1.0
4031,MED-04031,Panadol Extra,بانادول إكسترا,Medicine,45.0,156,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622188676078.0,2027-04-20,1.0
4032,MED-04032,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,122,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622410019189.0,2027-02-27,1.0
4033,COS-04033,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,75,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622437306603.0,2027-07-04,1.0
4034,SUP-04034,Centrum Men,سنتروم رجال,Supplements,420.0,112,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622458311224.0,2027-02-19,1.0
4035,MED-04035,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,0,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622802258053.0,2026-01-07,1.0
4036,MED-04036,Panadol Extra,بانادول إكسترا,Medicine,45.0,31,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622709642847.0,2026-12-28,1.0
4037,MED-04037,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,126,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622556241229.0,2027-05-27,1.0
4038,COS-04038,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,60,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622346346954.0,2026-12-26,1.0
4039,SUP-04039,Centrum Men,سنتروم رجال,Supplements,420.0,180,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622201801102.0,2026-04-05,1.0
4040,MED-04040,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,187,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622849730256.0,2026-12-09,1.0
4041,MED-04041,Panadol Extra,بانادول إكسترا,Medicine,45.0,58,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622291638556.0,2027-11-07,1.0
4042,MED-04042,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,185,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622885751122.0,2027-05-15,1.0
4043,COS-04043,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,77,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622818558461.0,2027-09-19,1.0
4044,SUP-04044,Centrum Men,سنتروم رجال,Supplements,420.0,92,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622870031864.0,2027-06-05,1.0
4045,MED-04045,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,87,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622632862810.0,2026-05-26,1.0
4046,MED-04046,Panadol Extra,بانادول إكسترا,Medicine,45.0,36,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622748289682.0,2027-04-09,1.0
4047,MED-04047,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,187,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622933270416.0,2026-07-07,1.0
4048,COS-04048,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,181,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622712729341.0,2026-04-05,1.0
4049,SUP-04049,Centrum Men,سنتروم رجال,Supplements,420.0,106,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622406158179.0,2026-03-19,1.0
4050,MED-04050,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,110,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622964369454.0,2026-12-28,1.0
4051,MED-04051,Panadol Extra,بانادول إكسترا,Medicine,45.0,151,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622716462729.0,2026-04-03,1.0
4052,MED-04052,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,160,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622540083337.0,2026-07-13,1.0
4053,COS-04053,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,185,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622398370844.0,2026-07-06,1.0
4054,SUP-04054,Centrum Men,سنتروم رجال,Supplements,420.0,188,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622133273436.0,2026-01-23,1.0
4055,MED-04055,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,98,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622439173592.0,2027-03-20,1.0
4056,MED-04056,Panadol Extra,بانادول إكسترا,Medicine,45.0,167,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622601535785.0,2025-12-29,1.0
4057,MED-04057,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,8,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622134821193.0,2027-03-09,1.0
4058,COS-04058,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,168,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622593003856.0,2027-11-14,1.0
4059,SUP-04059,Centrum Men,سنتروم رجال,Supplements,420.0,75,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622428729765.0,2027-10-12,1.0
4060,MED-04060,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,40,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622834553729.0,2026-02-21,1.0
4061,MED-04061,Panadol Extra,بانادول إكسترا,Medicine,45.0,51,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62233614566.0,2027-08-18,1.0
4062,MED-04062,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,198,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622794903030.0,2026-09-01,1.0
4063,COS-04063,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,17,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622441093447.0,2026-10-06,1.0
4064,SUP-04064,Centrum Men,سنتروم رجال,Supplements,420.0,139,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622926486394.0,2026-03-17,1.0
4065,MED-04065,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,17,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622384219332.0,2026-02-06,1.0
4066,MED-04066,Panadol Extra,بانادول إكسترا,Medicine,45.0,180,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622408419917.0,2026-08-21,1.0
4067,MED-04067,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,42,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622300549166.0,2027-02-09,1.0
4068,COS-04068,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,162,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622710830676.0,2026-08-10,1.0
4069,SUP-04069,Centrum Men,سنتروم رجال,Supplements,420.0,63,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622179749148.0,2026-05-31,1.0
4070,MED-04070,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,168,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62211233042.0,2027-01-17,1.0
4071,MED-04071,Panadol Extra,بانادول إكسترا,Medicine,45.0,140,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622490850730.0,2027-05-16,1.0
4072,MED-04072,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,174,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622601089952.0,2026-06-11,1.0
4073,COS-04073,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,116,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622537949247.0,2026-04-28,1.0
4074,SUP-04074,Centrum Men,سنتروم رجال,Supplements,420.0,110,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622863196897.0,2027-08-02,1.0
4075,MED-04075,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,66,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622184895472.0,2027-03-06,1.0
4076,MED-04076,Panadol Extra,بانادول إكسترا,Medicine,45.0,188,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622189745592.0,2026-04-03,1.0
4077,MED-04077,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,42,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622574757640.0,2026-08-14,1.0
4078,COS-04078,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,177,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622649598848.0,2027-05-01,1.0
4079,SUP-04079,Centrum Men,سنتروم رجال,Supplements,420.0,32,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622343191370.0,2026-10-03,1.0
4080,MED-04080,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,167,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622755325135.0,2026-08-13,1.0
4081,MED-04081,Panadol Extra,بانادول إكسترا,Medicine,45.0,31,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622449000719.0,2026-03-21,1.0
4082,MED-04082,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,138,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622600210548.0,2027-02-19,1.0
4083,COS-04083,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,31,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622353351584.0,2027-11-05,1.0
4084,SUP-04084,Centrum Men,سنتروم رجال,Supplements,420.0,9,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622249114368.0,2026-03-26,1.0
4085,MED-04085,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,185,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622455404008.0,2027-01-10,1.0
4086,MED-04086,Panadol Extra,بانادول إكسترا,Medicine,45.0,47,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622244442054.0,2027-06-16,1.0
4087,MED-04087,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,18,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62241449884.0,2026-05-25,1.0
4088,COS-04088,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,4,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622481985478.0,2027-01-25,1.0
4089,SUP-04089,Centrum Men,سنتروم رجال,Supplements,420.0,61,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622350234687.0,2027-02-16,1.0
4090,MED-04090,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,136,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622857427110.0,2027-06-28,1.0
4091,MED-04091,Panadol Extra,بانادول إكسترا,Medicine,45.0,147,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622998272485.0,2026-09-29,1.0
4092,MED-04092,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,81,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622627951460.0,2027-06-03,1.0
4093,COS-04093,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,168,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622534320546.0,2027-06-07,1.0
4094,SUP-04094,Centrum Men,سنتروم رجال,Supplements,420.0,75,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622369612095.0,2026-03-01,1.0
4095,MED-04095,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,99,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62241608969.0,2027-11-09,1.0
4096,MED-04096,Panadol Extra,بانادول إكسترا,Medicine,45.0,146,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622919507345.0,2026-07-07,1.0
4097,MED-04097,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,25,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622500150315.0,2026-01-05,1.0
4098,COS-04098,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,147,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622161450458.0,2026-04-11,1.0
4099,SUP-04099,Centrum Men,سنتروم رجال,Supplements,420.0,58,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622374117510.0,2026-08-30,1.0
4100,MED-04100,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,71,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622153948270.0,2027-03-28,1.0
4101,MED-04101,Panadol Extra,بانادول إكسترا,Medicine,45.0,75,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622393530447.0,2025-12-13,1.0
4102,MED-04102,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,33,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622133104450.0,2027-11-08,1.0
4103,COS-04103,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,28,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622704959442.0,2026-03-16,1.0
4104,SUP-04104,Centrum Men,سنتروم رجال,Supplements,420.0,154,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622773251552.0,2025-11-28,1.0
4105,MED-04105,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,123,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622308626750.0,2026-12-11,1.0
4106,MED-04106,Panadol Extra,بانادول إكسترا,Medicine,45.0,128,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62214306202.0,2026-10-10,1.0
4107,MED-04107,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,118,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622182147238.0,2027-03-22,1.0
4108,COS-04108,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,70,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622993240005.0,2027-06-09,1.0
4109,SUP-04109,Centrum Men,سنتروم رجال,Supplements,420.0,40,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622298251834.0,2027-08-19,1.0
4110,MED-04110,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,130,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622329760691.0,2027-03-23,1.0
4111,MED-04111,Panadol Extra,بانادول إكسترا,Medicine,45.0,151,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622780011258.0,2026-06-03,1.0
4112,MED-04112,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,32,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622395518664.0,2025-12-10,1.0
4113,COS-04113,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,189,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622600611141.0,2026-08-12,1.0
4114,SUP-04114,Centrum Men,سنتروم رجال,Supplements,420.0,133,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622938819530.0,2027-02-01,1.0
4115,MED-04115,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,69,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622667309095.0,2027-07-27,1.0
4116,MED-04116,Panadol Extra,بانادول إكسترا,Medicine,45.0,195,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622844045515.0,2026-01-28,1.0
4117,MED-04117,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,97,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622376245146.0,2027-08-19,1.0
4118,COS-04118,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,94,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,62232633863.0,2026-04-26,1.0
4119,SUP-04119,Centrum Men,سنتروم رجال,Supplements,420.0,87,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622160951189.0,2026-05-21,1.0
4120,MED-04120,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,10,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622369483760.0,2027-05-12,1.0
4121,MED-04121,Panadol Extra,بانادول إكسترا,Medicine,45.0,128,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622622074428.0,2026-05-01,1.0
4122,MED-04122,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,130,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622969168353.0,2025-12-03,1.0
4123,COS-04123,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,172,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622896272568.0,2027-10-28,1.0
4124,SUP-04124,Centrum Men,سنتروم رجال,Supplements,420.0,84,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,62273923890.0,2026-12-07,1.0
4125,MED-04125,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,132,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622299406096.0,2027-11-07,1.0
4126,MED-04126,Panadol Extra,بانادول إكسترا,Medicine,45.0,65,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622616237545.0,2026-06-13,1.0
4127,MED-04127,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,59,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622365064778.0,2027-03-27,1.0
4128,COS-04128,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,147,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622487332156.0,2027-08-03,1.0
4129,SUP-04129,Centrum Men,سنتروم رجال,Supplements,420.0,32,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622498145050.0,2026-07-23,1.0
4130,MED-04130,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,141,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,62289875812.0,2026-04-23,1.0
4131,MED-04131,Panadol Extra,بانادول إكسترا,Medicine,45.0,187,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622636363435.0,2027-04-03,1.0
4132,MED-04132,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,178,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622142321400.0,2027-10-22,1.0
4133,COS-04133,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,125,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622811728549.0,2026-06-13,1.0
4134,SUP-04134,Centrum Men,سنتروم رجال,Supplements,420.0,146,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622612641975.0,2026-05-09,1.0
4135,MED-04135,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,130,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622231813151.0,2027-02-21,1.0
4136,MED-04136,Panadol Extra,بانادول إكسترا,Medicine,45.0,14,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,622899666707.0,2026-04-07,1.0
4137,MED-04137,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,5,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,622476990497.0,2027-03-05,1.0
4138,COS-04138,Nivea Soft Cream,نيفيا سوفت كريم,Cosmetics,85.0,30,Moisturizing cream.,كريم مرطب.,https://placehold.co/400x400/008080/ffffff?text=Product,622652071135.0,2026-01-01,1.0
4139,SUP-04139,Centrum Men,سنتروم رجال,Supplements,420.0,149,Multivitamin for men.,مكمل غذائي متعدد الفيتامينات.,https://placehold.co/400x400/008080/ffffff?text=Product,622438658208.0,2027-02-12,1.0
4140,MED-04140,Augmentin 1g,أوجمانتين 1 جم,Medicine,90.0,154,Broad spectrum antibiotic.,مضاد حيوي واسع المجال.,https://placehold.co/400x400/008080/ffffff?text=Product,622804072331.0,2027-10-04,1.0
4141,MED-04141,Panadol Extra,بانادول إكسترا,Medicine,45.0,198,For tough pain relief.,لتسكين الآلام الشديدة.,https://placehold.co/400x400/008080/ffffff?text=Product,62240679824.0,2026-07-27,1.0
4142,MED-04142,Cataflam 50mg,كاتافلام 50 مجم,Medicine,38.5,36,Fast acting anti-inflammatory.,مضاد للالتهابات سريع المفعول.,https://placehold.co/400x400/008080/ffffff?text=Product,62229873311.0,2027-01-10,1.0
